Index;date_demande;formule;points_perdus;tranches_age;classes_revenu;a_enfants;type_conduite;type_vehicule;usage_vehicule
466;2022-05-11 14:01:10;dev_express;0;jeune;+100K;Oui;Highly Urban/ Urban;Van;Commercial
467;2022-01-11 02:15:32;dev_premium;1;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
468;2022-05-09 11:12:39;dev_integral;2;jeune;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
469;2022-01-04 12:36:23;dev_integral;6;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Commercial
470;2022-05-30 20:12:40;dev_express;7;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
471;2022-03-06 00:29:49;dev_express;1;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
472;2022-01-19 12:12:33;dev_premium;7;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
473;2022-04-20 02:39:03;dev_integral;2;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Private
474;2022-05-24 17:45:20;dev_express;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
475;2022-03-26 13:13:06;dev_express;8;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
476;2022-03-23 14:10:11;dev_integral;1;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
477;2022-04-12 00:22:50;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
478;2022-04-15 13:43:31;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
479;2022-04-20 01:02:27;dev_express;1;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
480;2022-05-02 23:12:44;dev_integral;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
481;2022-05-21 08:38:57;dev_express;6;agé;"[0;25K]";Oui;Highly Urban/ Urban;Van;Private
482;2022-03-01 18:29:52;dev_express;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
483;2022-05-10 11:14:08;dev_premium;3;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
484;2022-03-06 05:10:08;dev_integral;1;agé;+100K;Non;Highly Urban/ Urban;Sports Car;Private
485;2022-05-26 01:21:38;dev_integral;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
486;2022-04-25 09:36:01;dev_integral;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
487;2022-05-29 19:59:25;dev_premium;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
488;2022-02-03 15:04:52;dev_express;5;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
489;2022-05-16 00:02:55;dev_express;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
490;2022-05-15 09:25:14;dev_express;1;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
491;2022-05-28 03:24:40;dev_express;2;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
492;2022-03-27 17:26:09;dev_integral;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
493;2022-02-03 09:48:51;dev_integral;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
494;2022-05-06 15:53:44;dev_premium;4;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
495;2022-05-12 06:56:40;dev_premium;3;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
496;2022-01-15 18:39:57;dev_integral;1;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
497;2022-01-24 13:18:40;dev_integral;1;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
498;2022-03-17 06:56:10;dev_integral;0;adulte;+100K;Non;Highly Urban/ Urban;Pickup;Private
499;2022-03-29 02:50:07;dev_integral;1;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
500;2022-05-10 07:12:09;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
501;2022-03-14 05:41:38;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
502;2022-05-31 13:57:15;dev_premium;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Private
503;2022-05-10 23:39:15;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;z_SUV;Private
504;2022-05-14 00:58:28;dev_express;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
505;2022-05-07 14:05:04;dev_express;2;agé;+100K;Non;Highly Urban/ Urban;Van;Commercial
506;2022-05-17 22:41:48;dev_integral;1;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;Pickup;Private
507;2022-03-17 06:05:38;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
508;2022-03-15 03:25:16;dev_premium;3;adulte;+100K;Non;Highly Urban/ Urban;Van;Commercial
509;2022-03-30 17:24:37;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
510;2022-01-21 20:42:50;dev_express;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
511;2022-01-18 19:29:14;dev_express;2;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
512;2022-04-19 21:43:17;dev_integral;1;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
513;2022-05-18 13:33:24;dev_premium;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
514;2022-04-04 15:50:44;dev_express;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
515;2022-03-25 07:11:37;dev_integral;0;adulte;+100K;Oui;Highly Urban/ Urban;Minivan;Private
516;2022-03-23 12:28:36;dev_integral;7;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Commercial
517;2022-03-25 13:33:27;dev_express;0;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
518;2022-02-23 20:23:47;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
519;2022-04-08 12:44:29;dev_premium;4;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Commercial
520;2022-02-25 05:54:55;dev_integral;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
521;2022-02-07 00:44:53;dev_integral;2;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
522;2022-04-01 01:13:47;dev_integral;0;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;Minivan;Commercial
523;2022-05-25 18:59:56;dev_express;3;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
524;2022-04-21 16:29:21;dev_express;5;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
525;2022-05-31 05:19:06;dev_premium;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
526;2022-02-19 08:11:18;dev_express;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
527;2022-05-23 14:29:35;dev_integral;9;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
528;2022-02-24 11:57:19;dev_integral;0;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
529;2022-05-28 16:47:33;dev_express;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
530;2022-05-18 20:48:36;dev_express;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
531;2022-03-12 12:59:08;dev_express;4;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
532;2022-03-06 13:23:43;dev_express;2;adulte;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
533;2022-03-04 01:37:05;dev_express;3;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
534;2022-05-10 23:21:25;dev_premium;2;agé;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
535;2022-04-08 22:16:19;dev_express;3;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Private
536;2022-01-20 06:01:27;dev_express;1;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
537;2022-01-06 05:05:28;dev_express;2;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;Minivan;Private
538;2022-01-07 02:17:29;dev_integral;2;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Sports Car;Private
539;2022-05-04 21:01:36;dev_express;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
540;2022-05-05 07:55:20;dev_integral;2;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Private
541;2022-03-14 00:41:34;dev_express;7;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Sports Car;Private
542;2022-02-13 12:27:51;dev_express;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
543;2022-03-27 16:30:18;dev_integral;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
544;2022-02-02 14:25:47;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
545;2022-05-22 06:17:46;dev_integral;0;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Panel Truck;Commercial
546;2022-02-03 18:51:28;dev_integral;2;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
547;2022-04-17 11:05:04;dev_express;3;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
548;2022-01-30 11:38:07;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
549;2022-01-04 23:37:25;dev_integral;3;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
550;2022-02-20 01:38:02;dev_premium;2;jeune;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Pickup;Private
551;2022-03-22 18:25:21;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
552;2022-04-14 03:08:54;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
553;2022-03-28 18:19:41;dev_integral;4;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
554;2022-01-15 01:30:33;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
555;2022-03-30 17:09:10;dev_express;1;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
556;2022-04-03 06:29:36;dev_express;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
557;2022-04-11 23:33:50;dev_integral;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
558;2022-05-18 18:08:52;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
559;2022-04-02 09:07:34;dev_integral;4;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
560;2022-03-09 14:39:32;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
561;2022-04-13 11:26:04;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
562;2022-03-14 13:17:00;dev_integral;3;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Commercial
563;2022-05-12 14:47:57;dev_express;1;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
564;2022-01-01 20:24:55;dev_integral;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Van;Private
565;2022-05-25 20:36:27;dev_express;4;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
566;2022-05-16 05:07:27;dev_express;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
567;2022-02-27 02:15:53;dev_integral;1;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Private
568;2022-03-09 09:41:41;dev_integral;0;agé;+100K;Non;Highly Urban/ Urban;Pickup;Private
569;2022-05-31 15:49:28;dev_express;4;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
570;2022-03-02 14:10:16;dev_premium;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
571;2022-04-24 21:41:36;dev_premium;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
572;2022-01-21 07:59:13;dev_express;3;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
573;2022-03-07 19:35:27;dev_express;4;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
574;2022-05-31 11:14:25;dev_express;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Pickup;Private
575;2022-05-13 02:36:21;dev_integral;4;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;Van;Commercial
576;2022-05-23 03:01:32;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
577;2022-05-11 03:02:56;dev_express;1;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
578;2022-04-05 00:02:42;dev_integral;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
579;2022-05-27 18:51:41;dev_integral;8;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
580;2022-04-20 23:17:36;dev_premium;2;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
581;2022-01-25 19:36:43;dev_express;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
582;2022-04-08 01:19:47;dev_express;1;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
583;2022-02-18 12:19:11;dev_integral;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
584;2022-01-12 18:29:46;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
585;2022-01-10 15:03:43;dev_integral;2;agé;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
586;2022-05-10 11:42:11;dev_premium;1;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
587;2022-03-23 10:29:31;dev_premium;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
588;2022-02-19 03:28:57;dev_integral;5;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
589;2022-04-27 20:44:46;dev_express;0;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
590;2022-04-23 04:43:46;dev_express;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
591;2022-05-21 08:25:37;dev_integral;5;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
592;2022-01-06 08:39:20;dev_express;6;jeune;+100K;Non;Highly Urban/ Urban;Van;Private
593;2022-04-08 00:39:02;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
594;2022-04-25 11:54:45;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
595;2022-01-09 11:28:13;dev_express;1;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
596;2022-02-05 05:34:09;dev_integral;2;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
597;2022-03-01 11:59:23;dev_integral;2;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
598;2022-02-14 22:46:20;dev_premium;2;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
599;2022-02-13 06:18:22;dev_integral;7;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Pickup;Commercial
600;2022-03-11 21:23:12;dev_premium;2;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
601;2022-01-12 21:51:52;dev_express;1;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
602;2022-03-10 05:03:17;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
603;2022-05-10 21:14:19;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
604;2022-01-11 06:26:38;dev_premium;3;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Commercial
605;2022-05-05 14:13:13;dev_premium;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
606;2022-02-21 10:07:06;dev_integral;1;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
607;2022-04-07 18:39:37;dev_premium;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
608;2022-02-07 05:05:07;dev_integral;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Commercial
609;2022-05-28 05:50:47;dev_express;0;jeune;"[+25K;50K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
610;2022-03-03 11:24:14;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
611;2022-02-07 03:36:40;dev_integral;0;jeune;+100K;Oui;Highly Urban/ Urban;Minivan;Private
612;2022-01-07 05:37:50;dev_premium;0;adulte;"[+75K;100K]";Non;z_Highly Rural/ Rural;z_SUV;Private
613;2022-02-26 03:44:35;dev_premium;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Commercial
614;2022-04-07 19:50:06;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Van;Private
615;2022-03-22 11:12:41;dev_express;4;agé;+100K;Non;Highly Urban/ Urban;Sports Car;Private
616;2022-01-12 10:58:34;dev_integral;1;jeune;"[+75K;100K]";Non;z_Highly Rural/ Rural;z_SUV;Private
617;2022-03-10 08:37:49;dev_integral;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
618;2022-02-11 07:56:33;dev_integral;2;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Commercial
619;2022-04-17 04:32:21;dev_express;2;jeune;"[+75K;100K]";Non;z_Highly Rural/ Rural;Minivan;Private
620;2022-05-20 14:45:32;dev_integral;3;agé;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
621;2022-01-08 16:09:39;dev_express;0;jeune;+100K;Non;z_Highly Rural/ Rural;Panel Truck;Commercial
622;2022-03-14 14:20:20;dev_express;3;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
623;2022-05-23 23:35:14;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Private
624;2022-04-09 21:55:44;dev_integral;1;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Commercial
625;2022-04-28 17:36:46;dev_integral;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Private
626;2022-02-17 09:12:42;dev_premium;3;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Private
627;2022-04-16 00:49:13;dev_express;2;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
628;2022-04-14 05:42:42;dev_express;0;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
629;2022-04-26 08:50:42;dev_premium;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
630;2022-04-24 02:36:25;dev_integral;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
631;2022-03-03 12:44:04;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
632;2022-03-18 03:03:17;dev_integral;1;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
633;2022-04-28 02:43:06;dev_integral;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
634;2022-03-22 08:53:53;dev_express;1;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Van;Commercial
635;2022-02-08 19:17:02;dev_integral;4;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
636;2022-02-08 07:38:08;dev_integral;0;jeune;"[+75K;100K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
637;2022-02-07 21:25:28;dev_integral;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
638;2022-03-22 09:48:58;dev_express;2;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
639;2022-04-13 20:56:49;dev_premium;1;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
640;2022-02-16 18:11:28;dev_premium;4;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
641;2022-03-01 17:16:32;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
642;2022-01-17 23:45:07;dev_integral;0;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
643;2022-05-21 16:11:14;dev_integral;2;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Minivan;Private
644;2022-04-17 06:36:00;dev_premium;6;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
645;2022-02-13 20:08:36;dev_integral;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
646;2022-03-08 23:49:55;dev_express;0;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
647;2022-05-01 01:21:14;dev_integral;1;adulte;"[+75K;100K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
648;2022-02-10 01:30:27;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
649;2022-03-17 21:10:27;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Sports Car;Private
650;2022-02-10 16:25:10;dev_premium;1;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
651;2022-01-16 23:49:30;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
652;2022-01-05 00:48:05;dev_integral;6;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
653;2022-01-11 17:35:07;dev_vip;0;adulte;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
654;2022-03-11 05:31:41;dev_integral;0;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
655;2022-01-10 23:47:26;dev_integral;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
656;2022-05-15 02:01:28;dev_integral;1;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Commercial
657;2022-01-03 03:03:08;dev_integral;2;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
658;2022-01-22 15:37:29;dev_integral;1;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
659;2022-04-03 02:13:34;dev_premium;1;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
660;2022-03-15 03:15:04;dev_integral;4;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
661;2022-05-11 04:46:13;dev_vip;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Van;Private
662;2022-02-20 07:23:01;dev_premium;5;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
663;2022-03-07 13:13:58;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
664;2022-04-11 09:32:06;dev_integral;4;adulte;+100K;Oui;Highly Urban/ Urban;Pickup;Commercial
665;2022-01-21 11:49:46;dev_premium;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
666;2022-03-22 17:47:29;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
667;2022-04-11 05:16:58;dev_integral;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Commercial
668;2022-01-17 13:39:09;dev_integral;2;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
669;2022-04-08 10:46:40;dev_integral;4;jeune;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
670;2022-05-10 07:15:08;dev_express;3;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
671;2022-02-23 18:30:28;dev_integral;1;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
672;2022-04-02 18:10:44;dev_express;1;agé;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Pickup;Private
673;2022-02-15 10:36:10;dev_integral;1;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
674;2022-01-08 08:43:16;dev_express;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
675;2022-03-24 03:47:30;dev_integral;4;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;Pickup;Commercial
676;2022-05-24 19:47:02;dev_integral;5;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
677;2022-01-17 11:38:41;dev_integral;5;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
678;2022-03-17 13:43:55;dev_integral;3;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
679;2022-03-18 08:18:42;dev_integral;0;jeune;"[+50K;75K]";Non;z_Highly Rural/ Rural;Minivan;Private
680;2022-01-05 16:14:35;dev_express;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Commercial
681;2022-05-13 22:19:50;dev_premium;0;jeune;+100K;Non;Highly Urban/ Urban;Van;Commercial
682;2022-01-14 17:48:47;dev_express;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
683;2022-01-16 03:47:15;dev_premium;1;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
684;2022-04-13 12:18:53;dev_integral;1;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
685;2022-03-09 00:05:26;dev_express;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
686;2022-03-15 22:50:48;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
687;2022-02-07 07:14:19;dev_integral;2;agé;"[+75K;100K]";Non;z_Highly Rural/ Rural;Van;Commercial
688;2022-03-08 11:24:19;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Commercial
689;2022-01-07 08:04:44;dev_premium;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
690;2022-04-13 05:45:17;dev_premium;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
691;2022-05-30 04:03:38;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
692;2022-03-10 05:51:11;dev_premium;4;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
693;2022-05-02 04:51:14;dev_express;1;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
694;2022-05-04 19:49:19;dev_express;2;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
695;2022-05-17 09:44:30;dev_express;2;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
696;2022-04-25 12:32:19;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
697;2022-05-11 08:01:49;dev_express;1;jeune;+100K;Non;z_Highly Rural/ Rural;Minivan;Private
698;2022-02-05 16:47:05;dev_integral;1;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
